Preprocessed Review Text,Review Token,True Sentiment,FCNN Sentiment,RNN Sentiment
cute flatter dress howev dropwaist short length oddlength sleev shorter shown photo ad feel like dress way young convey eleg matur vibe dress perfect woman want versatil dress wear mani occas great expens could wear type shoe big problem lack transpar regard actual slee,"['cute', 'flatter', 'dress', 'howev', 'dropwaist', 'short', 'length', 'oddlength', 'sleev', 'shorter', 'shown', 'photo', 'ad', 'feel', 'like', 'dress', 'way', 'young', 'convey', 'eleg', 'matur', 'vibe', 'dress', 'perfect', 'woman', 'want', 'versatil', 'dress', 'wear', 'mani', 'occas', 'great', 'expens', 'could', 'wear', 'type', 'shoe', 'big', 'problem', 'lack', 'transpar', 'regard', 'actual', 'slee']",Neutral,Neutral,Neutral
top love fit like crop top shortwaist wore highwaist jean tug day think probabl work better skirt color beauti nice retro vibe recommend mind crop factor,"['top', 'love', 'fit', 'like', 'crop', 'top', 'shortwaist', 'wore', 'highwaist', 'jean', 'tug', 'day', 'think', 'probabl', 'work', 'better', 'skirt', 'color', 'beauti', 'nice', 'retro', 'vibe', 'recommend', 'mind', 'crop', 'factor']",Neutral,Neutral,Neutral
best black stripe version wear weekli great layer piec also fit look great skinni jean love snap saw full price wait sale could get one need gray one,"['best', 'black', 'stripe', 'version', 'wear', 'weekli', 'great', 'layer', 'piec', 'also', 'fit', 'look', 'great', 'skinni', 'jean', 'love', 'snap', 'saw', 'full', 'price', 'wait', 'sale', 'could', 'get', 'one', 'need', 'gray', 'one']",Positive,Positive,Positive
fabric wrinkl easili slight moistur liquid immedi turn dark spot blue grey condens drip glass gel deodor etc tri cream sheer return dress practic,"['fabric', 'wrinkl', 'easili', 'slight', 'moistur', 'liquid', 'immedi', 'turn', 'dark', 'spot', 'blue', 'grey', 'condens', 'drip', 'glass', 'gel', 'deodor', 'etc', 'tri', 'cream', 'sheer', 'return', 'dress', 'practic']",Negative,Negative,Negative
purchas dress wear beach wed love color fit style even got lot compliment problem wed beach florida degre weather sweat fabric chang color take realli realli long time return normal unfortun return would great wear indoor watch get water anyth els,"['purchas', 'dress', 'wear', 'beach', 'wed', 'love', 'color', 'fit', 'style', 'even', 'got', 'lot', 'compliment', 'problem', 'wed', 'beach', 'florida', 'degre', 'weather', 'sweat', 'fabric', 'chang', 'color', 'take', 'realli', 'realli', 'long', 'time', 'return', 'normal', 'unfortun', 'return', 'would', 'great', 'wear', 'indoor', 'watch', 'get', 'water', 'anyth', 'els']",Neutral,Neutral,Neutral
wish someon warn navi one pictur order navi crochet part appear intric ivori realiti navi knit like ivori seem well made delic fan top especi pricey one requir camisol top retail piec like keep bit disappoint,"['wish', 'someon', 'warn', 'navi', 'one', 'pictur', 'order', 'navi', 'crochet', 'part', 'appear', 'intric', 'ivori', 'realiti', 'navi', 'knit', 'like', 'ivori', 'seem', 'well', 'made', 'delic', 'fan', 'top', 'especi', 'pricey', 'one', 'requir', 'camisol', 'top', 'retail', 'piec', 'like', 'keep', 'bit', 'disappoint']",Neutral,Neutral,Neutral
found true size fit well lb usual size top straight fit hit waist would call crop prefer longer top may want layer look cute collar shirt underneath pull shirt cuff sweatshirt sleev great length,"['found', 'true', 'size', 'fit', 'well', 'lb', 'usual', 'size', 'top', 'straight', 'fit', 'hit', 'waist', 'would', 'call', 'crop', 'prefer', 'longer', 'top', 'may', 'want', 'layer', 'look', 'cute', 'collar', 'shirt', 'underneath', 'pull', 'shirt', 'cuff', 'sweatshirt', 'sleev', 'great', 'length']",Positive,Positive,Positive
comfort shirt great basic wardrob run littl high side,"['comfort', 'shirt', 'great', 'basic', 'wardrob', 'run', 'littl', 'high', 'side']",Neutral,Neutral,Neutral
look much nicer photo expect much higher qualiti fabric fabric truli felt cheap expect nicer dress price fit unflatt sent back,"['look', 'much', 'nicer', 'photo', 'expect', 'much', 'higher', 'qualiti', 'fabric', 'fabric', 'truli', 'felt', 'cheap', 'expect', 'nicer', 'dress', 'price', 'fit', 'unflatt', 'sent', 'back']",Negative,Negative,Negative
order onlin love style like print much thought would,"['order', 'onlin', 'love', 'style', 'like', 'print', 'much', 'thought', 'would']",Neutral,Negative,Negative
bought sale cool bird pattern beauti like detail sleev littl see ok nude bra tank underneath,"['bought', 'sale', 'cool', 'bird', 'pattern', 'beauti', 'like', 'detail', 'sleev', 'littl', 'see', 'ok', 'nude', 'bra', 'tank', 'underneath']",Positive,Positive,Positive
bottom part romper easi put top poorli design need zipper side less yoke along back wrangl limb somehow afraid might tear got fit perfectli though get disast ask saleswoman help afraid might rip overal crush work print super cute flatter,"['bottom', 'part', 'romper', 'easi', 'put', 'top', 'poorli', 'design', 'need', 'zipper', 'side', 'less', 'yoke', 'along', 'back', 'wrangl', 'limb', 'somehow', 'afraid', 'might', 'tear', 'got', 'fit', 'perfectli', 'though', 'get', 'disast', 'ask', 'saleswoman', 'help', 'afraid', 'might', 'rip', 'overal', 'crush', 'work', 'print', 'super', 'cute', 'flatter']",Negative,Negative,Negative
one pull across shoulder neck creepi way like way fit return,"['one', 'pull', 'across', 'shoulder', 'neck', 'creepi', 'way', 'like', 'way', 'fit', 'return']",Negative,Negative,Negative
piec polyest shape look good model avoid mine went back day came mail,"['piec', 'polyest', 'shape', 'look', 'good', 'model', 'avoid', 'mine', 'went', 'back', 'day', 'came', 'mail']",Negative,Negative,Negative
love love love pant actual fit look great buyer bewar dye use delic slight stain like notic decid use spray wash stain remov result remov stain came larg loss color anywher stain remov touch unfortun made pant unwear buy wear wash care,"['love', 'love', 'love', 'pant', 'actual', 'fit', 'look', 'great', 'buyer', 'bewar', 'dye', 'use', 'delic', 'slight', 'stain', 'like', 'notic', 'decid', 'use', 'spray', 'wash', 'stain', 'remov', 'result', 'remov', 'stain', 'came', 'larg', 'loss', 'color', 'anywher', 'stain', 'remov', 'touch', 'unfortun', 'made', 'pant', 'unwear', 'buy', 'wear', 'wash', 'care']",Neutral,Positive,Negative
new mom thrill structur qualiti dress give great shape flatter wear work jacket dress jewelri fancier event,"['new', 'mom', 'thrill', 'structur', 'qualiti', 'dress', 'give', 'great', 'shape', 'flatter', 'wear', 'work', 'jacket', 'dress', 'jewelri', 'fancier', 'event']",Positive,Positive,Positive
beauti swim suit overal look love ruffl sweet lowcut front keep right amount sexi one piec keep would prefer leg open cut littl higher otherwis fit well broad shoulder substanti rack nurs babi right problem support great buy,"['beauti', 'swim', 'suit', 'overal', 'look', 'love', 'ruffl', 'sweet', 'lowcut', 'front', 'keep', 'right', 'amount', 'sexi', 'one', 'piec', 'keep', 'would', 'prefer', 'leg', 'open', 'cut', 'littl', 'higher', 'otherwis', 'fit', 'well', 'broad', 'shoulder', 'substanti', 'rack', 'nurs', 'babi', 'right', 'problem', 'support', 'great', 'buy']",Positive,Positive,Positive
search pretti uniqu parti top thought beauti uniqu much crop sadli return mayb would appropri someon younger,"['search', 'pretti', 'uniqu', 'parti', 'top', 'thought', 'beauti', 'uniqu', 'much', 'crop', 'sadli', 'return', 'mayb', 'would', 'appropri', 'someon', 'younger']",Neutral,Positive,Neutral
agre review run big unfortun noth smaller xs go back love lyocel materi anoth skirt materi want love well big drawstr pull tight fit look right pictur well skirt receiv medium blue denim love light blue pictur anoth reason return,"['agre', 'review', 'run', 'big', 'unfortun', 'noth', 'smaller', 'xs', 'go', 'back', 'love', 'lyocel', 'materi', 'anoth', 'skirt', 'materi', 'want', 'love', 'well', 'big', 'drawstr', 'pull', 'tight', 'fit', 'look', 'right', 'pictur', 'well', 'skirt', 'receiv', 'medium', 'blue', 'denim', 'love', 'light', 'blue', 'pictur', 'anoth', 'reason', 'return']",Negative,Negative,Negative
top beauti exactli like imag show waist tight uncomfort enough go return sad top arm fit great hourglass waist small compar top bottom oh well next time,"['top', 'beauti', 'exactli', 'like', 'imag', 'show', 'waist', 'tight', 'uncomfort', 'enough', 'go', 'return', 'sad', 'top', 'arm', 'fit', 'great', 'hourglass', 'waist', 'small', 'compar', 'top', 'bottom', 'oh', 'well', 'next', 'time']",Neutral,Neutral,Neutral
want dress bad trip hawaii size saw side zip littl larger top bottom whoa even size think would need size like get work dress ador smaller bust work sad would work,"['want', 'dress', 'bad', 'trip', 'hawaii', 'size', 'saw', 'side', 'zip', 'littl', 'larger', 'top', 'bottom', 'whoa', 'even', 'size', 'think', 'would', 'need', 'size', 'like', 'get', 'work', 'dress', 'ador', 'smaller', 'bust', 'work', 'sad', 'would', 'work']",Neutral,Neutral,Neutral
bit jacketish expect materi kind scratchi heavier expect line like jacket line fan clasp front guess meant invis liter littl metal clasp crop length expect particularli long torso like embroideri pattern love fit spot bust l fi,"['bit', 'jacketish', 'expect', 'materi', 'kind', 'scratchi', 'heavier', 'expect', 'line', 'like', 'jacket', 'line', 'fan', 'clasp', 'front', 'guess', 'meant', 'invis', 'liter', 'littl', 'metal', 'clasp', 'crop', 'length', 'expect', 'particularli', 'long', 'torso', 'like', 'embroideri', 'pattern', 'love', 'fit', 'spot', 'bust', 'l', 'fi']",Neutral,Neutral,Neutral
love style shape dress run small return black dot pull look like might problem wore,"['love', 'style', 'shape', 'dress', 'run', 'small', 'return', 'black', 'dot', 'pull', 'look', 'like', 'might', 'problem', 'wore']",Neutral,Neutral,Neutral
wore blazer one day anyth strenuou fabric start disintegr along back next center seam complet unfix sinc seam split fabric wast money fit boxi cut waist look better unbutton button jacket also show lot shirt good someth cute would fall apart,"['wore', 'blazer', 'one', 'day', 'anyth', 'strenuou', 'fabric', 'start', 'disintegr', 'along', 'back', 'next', 'center', 'seam', 'complet', 'unfix', 'sinc', 'seam', 'split', 'fabric', 'wast', 'money', 'fit', 'boxi', 'cut', 'waist', 'look', 'better', 'unbutton', 'button', 'jacket', 'also', 'show', 'lot', 'shirt', 'good', 'someth', 'cute', 'would', 'fall', 'apart']",Negative,Negative,Negative
love top small size order medium send back exchang xlarg,"['love', 'top', 'small', 'size', 'order', 'medium', 'send', 'back', 'exchang', 'xlarg']",Negative,Negative,Negative
glad abl get shirt realli springsumm item found wide bodi shoulder,"['glad', 'abl', 'get', 'shirt', 'realli', 'springsumm', 'item', 'found', 'wide', 'bodi', 'shoulder']",Positive,Positive,Positive
design grace kid said keeper pretti even boy child somehow feel make tummi look bigger mayb belt jean,"['design', 'grace', 'kid', 'said', 'keeper', 'pretti', 'even', 'boy', 'child', 'somehow', 'feel', 'make', 'tummi', 'look', 'bigger', 'mayb', 'belt', 'jean']",Positive,Positive,Negative
suppos would kept top misl color like ecru eggshel descript said black white,"['suppos', 'would', 'kept', 'top', 'misl', 'color', 'like', 'ecru', 'eggshel', 'descript', 'said', 'black', 'white']",Neutral,Neutral,Neutral
order blue beauti shade blue love lace detail back size small short wide understand swing top flatter short waist lb sure would cute thin person,"['order', 'blue', 'beauti', 'shade', 'blue', 'love', 'lace', 'detail', 'back', 'size', 'small', 'short', 'wide', 'understand', 'swing', 'top', 'flatter', 'short', 'waist', 'lb', 'sure', 'would', 'cute', 'thin', 'person']",Neutral,Positive,Neutral
great soft great sweater still give shape bodi,"['great', 'soft', 'great', 'sweater', 'still', 'give', 'shape', 'bodi']",Positive,Positive,Positive
love shirt much bought color love luxuri feel silki flow fabric flatter best way howev wash per instruct fabric lost good qualiti turn blah pill mess gather seam especi bottom seam tri dri clean anoth shirt came way wash look like cheap lacklust layer top definit wo last anoth season disappoint ca,"['love', 'shirt', 'much', 'bought', 'color', 'love', 'luxuri', 'feel', 'silki', 'flow', 'fabric', 'flatter', 'best', 'way', 'howev', 'wash', 'per', 'instruct', 'fabric', 'lost', 'good', 'qualiti', 'turn', 'blah', 'pill', 'mess', 'gather', 'seam', 'especi', 'bottom', 'seam', 'tri', 'dri', 'clean', 'anoth', 'shirt', 'came', 'way', 'wash', 'look', 'like', 'cheap', 'lacklust', 'layer', 'top', 'definit', 'wo', 'last', 'anoth', 'season', 'disappoint', 'ca']",Neutral,Neutral,Neutral
want love skirt love highwaist skirt length seem flatter model flatter fabric lovelytruli photo onlin justic heavi luxuri wonder fall winter gold gray navi floral pattern flashi bold plu pocket howev midi length work despit product suggest univers flatter length knee,"['want', 'love', 'skirt', 'love', 'highwaist', 'skirt', 'length', 'seem', 'flatter', 'model', 'flatter', 'fabric', 'lovelytruli', 'photo', 'onlin', 'justic', 'heavi', 'luxuri', 'wonder', 'fall', 'winter', 'gold', 'gray', 'navi', 'floral', 'pattern', 'flashi', 'bold', 'plu', 'pocket', 'howev', 'midi', 'length', 'work', 'despit', 'product', 'suggest', 'univers', 'flatter', 'length', 'knee']",Neutral,Neutral,Neutral
fit around waist much fabric poof look aw bulki way,"['fit', 'around', 'waist', 'much', 'fabric', 'poof', 'look', 'aw', 'bulki', 'way']",Negative,Negative,Negative
love blue brocad sinc littl unusu pair top bring otherwis formal fabric someth could wear dinner plu littl pop extra color ribbon biggest fear order onlin top would look cheap fortun top dress fit wore usual size expect though skirt realli poof lot ribbon run bust photo onlin show li,"['love', 'blue', 'brocad', 'sinc', 'littl', 'unusu', 'pair', 'top', 'bring', 'otherwis', 'formal', 'fabric', 'someth', 'could', 'wear', 'dinner', 'plu', 'littl', 'pop', 'extra', 'color', 'ribbon', 'biggest', 'fear', 'order', 'onlin', 'top', 'would', 'look', 'cheap', 'fortun', 'top', 'dress', 'fit', 'wore', 'usual', 'size', 'expect', 'though', 'skirt', 'realli', 'poof', 'lot', 'ribbon', 'run', 'bust', 'photo', 'onlin', 'show', 'li']",Neutral,Positive,Negative
blous beauti saw someon wear look great went bought wear holiday parti peopl sort chest look ridicul pleat start right bra line caus blous tent direct howev look super cute flatchest side,"['blous', 'beauti', 'saw', 'someon', 'wear', 'look', 'great', 'went', 'bought', 'wear', 'holiday', 'parti', 'peopl', 'sort', 'chest', 'look', 'ridicul', 'pleat', 'start', 'right', 'bra', 'line', 'caus', 'blous', 'tent', 'direct', 'howev', 'look', 'super', 'cute', 'flatchest', 'side']",Negative,Negative,Negative
flatter melook much like matern dress ca realli belt waist perhap would make dress versatil someon els sorri return goe well sandal boot,"['flatter', 'melook', 'much', 'like', 'matern', 'dress', 'ca', 'realli', 'belt', 'waist', 'perhap', 'would', 'make', 'dress', 'versatil', 'someon', 'els', 'sorri', 'return', 'goe', 'well', 'sandal', 'boot']",Neutral,Positive,Negative
want love dress went retail sb tri saw rack look beauti print materi tri fit like tent hit right knee like shown pictur note pass one due fit think would make fantast matern dress though,"['want', 'love', 'dress', 'went', 'retail', 'sb', 'tri', 'saw', 'rack', 'look', 'beauti', 'print', 'materi', 'tri', 'fit', 'like', 'tent', 'hit', 'right', 'knee', 'like', 'shown', 'pictur', 'note', 'pass', 'one', 'due', 'fit', 'think', 'would', 'make', 'fantast', 'matern', 'dress', 'though']",Neutral,Neutral,Neutral
color design fabric top got red expect owner sever deletta brand top surpris find usual size small run larg tank front dip low arm hole top hang big small almost made think mislabel realli size larg bum return realli love color style tri xs,"['color', 'design', 'fabric', 'top', 'got', 'red', 'expect', 'owner', 'sever', 'deletta', 'brand', 'top', 'surpris', 'find', 'usual', 'size', 'small', 'run', 'larg', 'tank', 'front', 'dip', 'low', 'arm', 'hole', 'top', 'hang', 'big', 'small', 'almost', 'made', 'think', 'mislabel', 'realli', 'size', 'larg', 'bum', 'return', 'realli', 'love', 'color', 'style', 'tri', 'xs']",Negative,Negative,Negative
pant comfort materi light perfect warm spring day cool summer night,"['pant', 'comfort', 'materi', 'light', 'perfect', 'warm', 'spring', 'day', 'cool', 'summer', 'night']",Positive,Positive,Positive
purchas jacket pure impuls quit honest remind coat dad use wear halfway way retail decid tri good perfect slightli overs delight make everyth look good skirt pant dress etc buy especi special place heart,"['purchas', 'jacket', 'pure', 'impuls', 'quit', 'honest', 'remind', 'coat', 'dad', 'use', 'wear', 'halfway', 'way', 'retail', 'decid', 'tri', 'good', 'perfect', 'slightli', 'overs', 'delight', 'make', 'everyth', 'look', 'good', 'skirt', 'pant', 'dress', 'etc', 'buy', 'especi', 'special', 'place', 'heart']",Positive,Positive,Positive
love fit nice warm good qualiti materi,"['love', 'fit', 'nice', 'warm', 'good', 'qualiti', 'materi']",Positive,Positive,Positive
much want love top flowi felt like look bigger size mayb smaller size would made big differ,"['much', 'want', 'love', 'top', 'flowi', 'felt', 'like', 'look', 'bigger', 'size', 'mayb', 'smaller', 'size', 'would', 'made', 'big', 'differ']",Negative,Negative,Negative
beauti well made run small,"['beauti', 'well', 'made', 'run', 'small']",Neutral,Neutral,Neutral
agre review dress run larg tri xs local store love color thought could work right bra camisol cut far low front tri home roomi fit enough order xsp xx today see fit better ador design cut color run way big size decid get,"['agre', 'review', 'dress', 'run', 'larg', 'tri', 'xs', 'local', 'store', 'love', 'color', 'thought', 'could', 'work', 'right', 'bra', 'camisol', 'cut', 'far', 'low', 'front', 'tri', 'home', 'roomi', 'fit', 'enough', 'order', 'xsp', 'xx', 'today', 'see', 'fit', 'better', 'ador', 'design', 'cut', 'color', 'run', 'way', 'big', 'size', 'decid', 'get']",Neutral,Neutral,Neutral
beauti caught eye onlin excit see store color love short meh second start itch sadli sleev stretch way local store merchandis look cute hanger kind ruin cloth wish stop work great decent price timeless sweater interest color patter,"['beauti', 'caught', 'eye', 'onlin', 'excit', 'see', 'store', 'color', 'love', 'short', 'meh', 'second', 'start', 'itch', 'sadli', 'sleev', 'stretch', 'way', 'local', 'store', 'merchandis', 'look', 'cute', 'hanger', 'kind', 'ruin', 'cloth', 'wish', 'stop', 'work', 'great', 'decent', 'price', 'timeless', 'sweater', 'interest', 'color', 'patter']",Neutral,Neutral,Neutral
coat absolut beauti instant stunner style classi timeless definit lightweight coat true cold weather wear ye run larg cozi look meant formfit one gripe especi price point go especi warm least otherwis function coat receiv pocket cut outsid sewn shut coat without pocket,"['coat', 'absolut', 'beauti', 'instant', 'stunner', 'style', 'classi', 'timeless', 'definit', 'lightweight', 'coat', 'true', 'cold', 'weather', 'wear', 'ye', 'run', 'larg', 'cozi', 'look', 'meant', 'formfit', 'one', 'gripe', 'especi', 'price', 'point', 'go', 'especi', 'warm', 'least', 'otherwis', 'function', 'coat', 'receiv', 'pocket', 'cut', 'outsid', 'sewn', 'shut', 'coat', 'without', 'pocket']",Neutral,Neutral,Neutral
purchas pilcro jean past held great unfortun materi use particular jean far far cri use thigh jean start pill ye pill wear never jean whatev denim blend use complet disast buy disappoint,"['purchas', 'pilcro', 'jean', 'past', 'held', 'great', 'unfortun', 'materi', 'use', 'particular', 'jean', 'far', 'far', 'cri', 'use', 'thigh', 'jean', 'start', 'pill', 'ye', 'pill', 'wear', 'never', 'jean', 'whatev', 'denim', 'blend', 'use', 'complet', 'disast', 'buy', 'disappoint']",Negative,Negative,Negative
knew would love dress look order arriv sadli say look awfuli expect sleev bottom wrist could fine entir dress big look like sack usual wear sz sm small find one fit would recommend,"['knew', 'would', 'love', 'dress', 'look', 'order', 'arriv', 'sadli', 'say', 'look', 'awfuli', 'expect', 'sleev', 'bottom', 'wrist', 'could', 'fine', 'entir', 'dress', 'big', 'look', 'like', 'sack', 'usual', 'wear', 'sz', 'sm', 'small', 'find', 'one', 'fit', 'would', 'recommend']",Neutral,Neutral,Neutral
definit run littl larg love tee actual went back bought second color perfect throw short summer,"['definit', 'run', 'littl', 'larg', 'love', 'tee', 'actual', 'went', 'back', 'bought', 'second', 'color', 'perfect', 'throw', 'short', 'summer']",Positive,Positive,Positive
quit odd dress wrap beauti materi howev dress close chest area thought perhap meant kimono go back sure,"['quit', 'odd', 'dress', 'wrap', 'beauti', 'materi', 'howev', 'dress', 'close', 'chest', 'area', 'thought', 'perhap', 'meant', 'kimono', 'go', 'back', 'sure']",Negative,Negative,Negative
tri local retail store white fabric pretti metal thread silver run white white seethrough bother would wear beach coverup would say run larg usual size small xs quit roomi tall chest like comfort could decid look bit frumpi mayb big end,"['tri', 'local', 'retail', 'store', 'white', 'fabric', 'pretti', 'metal', 'thread', 'silver', 'run', 'white', 'white', 'seethrough', 'bother', 'would', 'wear', 'beach', 'coverup', 'would', 'say', 'run', 'larg', 'usual', 'size', 'small', 'xs', 'quit', 'roomi', 'tall', 'chest', 'like', 'comfort', 'could', 'decid', 'look', 'bit', 'frumpi', 'mayb', 'big', 'end']",Positive,Positive,Neutral
excit see top person got close look also tri disappoint first color much persimmon orangey person hard color pull lot peopl pull pink red skin highlight second top poorli finish pick two tri lace wonki across front first one grab much lace pucker,"['excit', 'see', 'top', 'person', 'got', 'close', 'look', 'also', 'tri', 'disappoint', 'first', 'color', 'much', 'persimmon', 'orangey', 'person', 'hard', 'color', 'pull', 'lot', 'peopl', 'pull', 'pink', 'red', 'skin', 'highlight', 'second', 'top', 'poorli', 'finish', 'pick', 'two', 'tri', 'lace', 'wonki', 'across', 'front', 'first', 'one', 'grab', 'much', 'lace', 'pucker']",Neutral,Neutral,Neutral
order xl white fit true size match model photo comfort top shape good pleat color definit white fabric prewash navi fresh crisp white shown least one receiv qualiti materi basic black version might better one overal go exchang white one give tri overal think worth ful,"['order', 'xl', 'white', 'fit', 'true', 'size', 'match', 'model', 'photo', 'comfort', 'top', 'shape', 'good', 'pleat', 'color', 'definit', 'white', 'fabric', 'prewash', 'navi', 'fresh', 'crisp', 'white', 'shown', 'least', 'one', 'receiv', 'qualiti', 'materi', 'basic', 'black', 'version', 'might', 'better', 'one', 'overal', 'go', 'exchang', 'white', 'one', 'give', 'tri', 'overal', 'think', 'worth', 'ful']",Negative,Negative,Negative
pant come great color fit nice determin correct size may usual wear sever pair concern invest anymor complaint dye stabil retail go address go continu carri product said bad accid one pair pant outcom success wore dinner parti spill greas one,"['pant', 'come', 'great', 'color', 'fit', 'nice', 'determin', 'correct', 'size', 'may', 'usual', 'wear', 'sever', 'pair', 'concern', 'invest', 'anymor', 'complaint', 'dye', 'stabil', 'retail', 'go', 'address', 'go', 'continu', 'carri', 'product', 'said', 'bad', 'accid', 'one', 'pair', 'pant', 'outcom', 'success', 'wore', 'dinner', 'parti', 'spill', 'greas', 'one']",Neutral,Neutral,Neutral
order top onlin want offtheshould top neutral color found one thought price great receiv impress qualiti materi fit littl tightli top satisfi look bodi got size small agre other shoulder littl difficult keep fold overal truli satisfi,"['order', 'top', 'onlin', 'want', 'offtheshould', 'top', 'neutral', 'color', 'found', 'one', 'thought', 'price', 'great', 'receiv', 'impress', 'qualiti', 'materi', 'fit', 'littl', 'tightli', 'top', 'satisfi', 'look', 'bodi', 'got', 'size', 'small', 'agre', 'other', 'shoulder', 'littl', 'difficult', 'keep', 'fold', 'overal', 'truli', 'satisfi']",Positive,Positive,Neutral
hate return way longalmost mid thighalmost dress length,"['hate', 'return', 'way', 'longalmost', 'mid', 'thighalmost', 'dress', 'length']",Negative,Negative,Negative
love easi dress great length torso sleev inch wrist bone see model pushedrol wear shirt hard layer coat,"['love', 'easi', 'dress', 'great', 'length', 'torso', 'sleev', 'inch', 'wrist', 'bone', 'see', 'model', 'pushedrol', 'wear', 'shirt', 'hard', 'layer', 'coat']",Positive,Positive,Positive
love shirt wash aw fabric qualiti cheapli made,"['love', 'shirt', 'wash', 'aw', 'fabric', 'qualiti', 'cheapli', 'made']",Negative,Negative,Negative
love love love top flatter forgiv bought white great summer,"['love', 'love', 'love', 'top', 'flatter', 'forgiv', 'bought', 'white', 'great', 'summer']",Positive,Positive,Positive
order onlin fit well wash fabric bit thin afraid might shrink wash worn yet tri decid keep return color bit mute would like also,"['order', 'onlin', 'fit', 'well', 'wash', 'fabric', 'bit', 'thin', 'afraid', 'might', 'shrink', 'wash', 'worn', 'yet', 'tri', 'decid', 'keep', 'return', 'color', 'bit', 'mute', 'would', 'like', 'also']",Neutral,Neutral,Neutral
recent wore beach wed work great cute denim jacket orang color pretti vibrant comfort wear like length flow realli well walk con wrinkl realli easili use steamer extens arriv steam wrinkl still wrinkl look think seam got back sit minut front back alr,"['recent', 'wore', 'beach', 'wed', 'work', 'great', 'cute', 'denim', 'jacket', 'orang', 'color', 'pretti', 'vibrant', 'comfort', 'wear', 'like', 'length', 'flow', 'realli', 'well', 'walk', 'con', 'wrinkl', 'realli', 'easili', 'use', 'steamer', 'extens', 'arriv', 'steam', 'wrinkl', 'still', 'wrinkl', 'look', 'think', 'seam', 'got', 'back', 'sit', 'minut', 'front', 'back', 'alr']",Positive,Positive,Negative
normal review purchas amaz poorli dress made could help post review neck line even hem flap materi thin feel cheap dress isnt even worth opinion expect well made good qualiti dress high price tag,"['normal', 'review', 'purchas', 'amaz', 'poorli', 'dress', 'made', 'could', 'help', 'post', 'review', 'neck', 'line', 'even', 'hem', 'flap', 'materi', 'thin', 'feel', 'cheap', 'dress', 'isnt', 'even', 'worth', 'opinion', 'expect', 'well', 'made', 'good', 'qualiti', 'dress', 'high', 'price', 'tag']",Negative,Negative,Negative
want love sweater fit slightli order regular size xs chestshould area fit nice waist come tight flatter wear unless style similar model tuck look nice color decent qualiti fabric favorit fit go back store,"['want', 'love', 'sweater', 'fit', 'slightli', 'order', 'regular', 'size', 'xs', 'chestshould', 'area', 'fit', 'nice', 'waist', 'come', 'tight', 'flatter', 'wear', 'unless', 'style', 'similar', 'model', 'tuck', 'look', 'nice', 'color', 'decent', 'qualiti', 'fabric', 'favorit', 'fit', 'go', 'back', 'store']",Neutral,Neutral,Neutral
love look dress materi problem tri fit bit seem arm hole hung way much pull dress uncomfort wear think could gone size make dress work shame realli like look,"['love', 'look', 'dress', 'materi', 'problem', 'tri', 'fit', 'bit', 'seem', 'arm', 'hole', 'hung', 'way', 'much', 'pull', 'dress', 'uncomfort', 'wear', 'think', 'could', 'gone', 'size', 'make', 'dress', 'work', 'shame', 'realli', 'like', 'look']",Neutral,Neutral,Neutral
love shirt tri color flatter qualiti shirt great worth price sure,"['love', 'shirt', 'tri', 'color', 'flatter', 'qualiti', 'shirt', 'great', 'worth', 'price', 'sure']",Positive,Positive,Positive
tri boyfriend jean year final found pair fit comfort mani stretch uncomfort enough stretch much usual wear tri comfort loos waist perfect fit,"['tri', 'boyfriend', 'jean', 'year', 'final', 'found', 'pair', 'fit', 'comfort', 'mani', 'stretch', 'uncomfort', 'enough', 'stretch', 'much', 'usual', 'wear', 'tri', 'comfort', 'loos', 'waist', 'perfect', 'fit']",Positive,Positive,Positive
sweater coat keeper ye run larg wear coat sweater work well plu warm size normal wear larg order medium great layer soft winter white wore christma shop everyon ask day sure go retail classic closet,"['sweater', 'coat', 'keeper', 'ye', 'run', 'larg', 'wear', 'coat', 'sweater', 'work', 'well', 'plu', 'warm', 'size', 'normal', 'wear', 'larg', 'order', 'medium', 'great', 'layer', 'soft', 'winter', 'white', 'wore', 'christma', 'shop', 'everyon', 'ask', 'day', 'sure', 'go', 'retail', 'classic', 'closet']",Positive,Positive,Positive
shirt tent like realli way around fairli small usual top smaller top bare top incred unflatt fall cut right hip sit open way flowi like pillowcasesacklik fit much fabric make work unfortun look ador product photo love plaid mix open shoulder nice transit fall unfortun,"['shirt', 'tent', 'like', 'realli', 'way', 'around', 'fairli', 'small', 'usual', 'top', 'smaller', 'top', 'bare', 'top', 'incred', 'unflatt', 'fall', 'cut', 'right', 'hip', 'sit', 'open', 'way', 'flowi', 'like', 'pillowcasesacklik', 'fit', 'much', 'fabric', 'make', 'work', 'unfortun', 'look', 'ador', 'product', 'photo', 'love', 'plaid', 'mix', 'open', 'shoulder', 'nice', 'transit', 'fall', 'unfortun']",Negative,Neutral,Neutral
