Review Token,True Rating,RNN Rating
"['dress', 'hang', 'like', 'sack', 'realli', 'need', 'belt', 'give', 'shape', 'tri', 'style', 'one', 'look', 'right', 'either', 'like', 'slip', 'came', 'return']",1,1
"['love', 'color', 'cut', 'weight', 'like', 'fleeceweight', 'coat', 'longer', 'appropri', 'two', 'wear', 'one', 'button', 'pop', 'three', 'wear', 'one', 'back', 'shoulder', 'seam', 'coat', 'love', 'shoddili', 'made', 'worth', 'discount', 'know', 'handsew', 'minor', 'repair', 'futur', 'beauti', 'worth', 'full', 'price', 'build', 'qualiti']",3,3
"['fit', 'shirt', 'bizarreit', 'much', 'resembl', 'nurs', 'top', 'would', 'actual', 'work', 'purpos', 'side', 'visibl', 'pictur', 'nice', 'drape', 'side', 'flap', 'open', 'complet', 'differ', 'tri', 'two', 'differ', 'size', 'equal', 'unfortun']",1,1
"['realli', 'love', 'pattern', 'shirt', 'color', 'nice', 'someth', 'littl', 'differ', 'plain', 'white', 'shirt', 'howev', 'littl', 'boxi', 'materi', 'kind', 'stiff', 'realiz', 'sucker', 'soft', 'materi', 'goe', 'sale', 'may', 'purchas', 'end', 'return', 'shirt']",3,3
"['jean', 'best', 'fit', 'perfectli', 'soft', 'comfort', 'look', 'great', 'love', 'put', 'want', 'take', 'simpli', 'love', 'length', 'plu', 'opinion', 'high', 'waist', 'dream', 'comfort', 'realli', 'flatter', 'curv', 'pricey', 'real', 'complaint', 'feel', 'worth', 'see', 'wear', 'ton', 'qualiti', 'seem', 'great', 'think', 'last', 'long', 'time', 'hesit', 'buy']",5,5
"['lb', 'usual', 'hard', 'time', 'find', 'pant', 'leg', 'short', 'enough', 'fit', 'right', 'order', 'xs', 'fit', 'like', 'glove', 'right', 'away', 'pleas', 'order', 'brown', 'blue', 'motif', 'receiv', 'blue', 'far', 'love', 'hit', 'right', 'ankl', 'loos', 'bottom', 'seem', 'like', 'made', 'well', 'wait', 'first', 'someon', 'wear', 'leg', 'time', 'love', 'look', 'like']",4,4
"['bought', 'wear', 'retail', 'color', 'glass', 'love', 'flowi', 'color', 'dark', 'pink', 'convinc', 'dress', 'room', 'top', 'made', 'look', 'like', 'chic', 'goddess', 'midvac', 'amalfi', 'coast', 'tri', 'home', 'straight', 'look', 'like', 'wear', 'matern', 'top', 'sinc', 'child', 'one', 'go', 'back']",2,2
"['bought', 'store', 'safe', 'thought', 'would', 'tri', 'order', 'confirm', 'size', 'good', 'idea', 'variabl', 'result', 'tri', 'order', 'size', 'chart', 'larg', 'look', 'nice', 'slightli', 'larg', 'chest', 'directli', 'compar', 'medium', 'seem', 'major', 'differ', 'length', 'larg', 'longer', 'medium', 'find', 'either', 'itchi', 'construct', 'seem', 'total', 'ok']",4,4
"['echo', 'other', 'remark', 'top', 'run', 'largewid', 'wise', 'size', 'embroideri', 'beauti', 'volum', 'work', 'arriv', 'minim', 'loos', 'thread', 'howev', 'bit', 'disappoint', 'mix', 'cotton', 'textur', 'top', 'knit', 'tshirt', 'like', 'textur', 'bottom', 'hem', 'horizont', 'stripe', 'embroideri', 'stiffer', 'thinner', 'woven', 'cotton', 'thought', 'would', 'materi', 'whole', 'shirt', 'mixtur', 'textur', 'predomin', 'knit', 'textil']",4,3
"['order', 'vest', 'xx', 'sinc', 'usual', 'xs', 'look', 'bit', 'tighter', 'fit', 'loos', 'vest', 'even', 'vest', 'look', 'like', 'larg', 'incred', 'loos', 'much', 'looser', 'look', 'pictur', 'arm', 'hole', 'huge', 'look', 'big', 'art', 'drapey']",2,2
"['gorgeou', 'sweater', 'huge', 'say', 'huge', 'mean', 'gigant', 'usual', 'size', 'larg', 'even', 'think', 'small', 'would', 'small', 'enough', 'cowl', 'neck', 'fabric', 'overal', 'great', 'although', 'stretch', 'becom', 'overwhelm', 'sweater', 'hung', 'like', 'short', 'blanket', 'armhol', 'big', 'deceiv', 'model', 'return']",4,3
"['ugh', 'want', 'love', 'dress', 'much', 'order', 'fall', 'wed', 'excit', 'unfortun', 'cut', 'differ', 'pictur', 'model', 'color', 'print', 'detail', 'around', 'next', 'even', 'beauti', 'pictur', 'length', 'howev', 'much', 'longer', 'pictur', 'issu', 'model', 'tall', 'slip', 'perfect', 'length', 'actual', 'perfect', 'slip', 'overlay', 'come', 'way', 'past']",3,3
"['ador', 'top', 'flatter', 'despit', 'rather', 'full', 'style', 'sure', 'get', 'correct', 'size', 'sinc', 'inde', 'run', 'quit', 'larg', 'normal', 'wear', 'small', 'sometim', 'medium', 'order', 'size', 'sure', 'larg', 'size', 'xs', 'fit', 'perfectli']",5,5
"['dress', 'unattract', 'quit', 'shortwaist', 'almost', 'empir', 'pocket', 'hit', 'odd', 'place', 'also', 'long', 'midi', 'length', 'skirt', 'wide', 'effect', 'matronli', 'cute', 'sizewis', 'fit', 'true', 'size', 'nice', 'medium', 'weight', 'denim', 'construct', 'good']",1,1
"['exactli', 'look', 'spring', 'dress', 'could', 'wear', 'still', 'cool', 'love', 'color', 'pattern', 'fact', 'could', 'hide', 'belli', 'bulg', 'got', 'petit', 'small', 'swim', 'got', 'xs', 'bodi', 'right', 'bust', 'tight', 'nearli', 'rip', 'tri', 'climb', 'bare', 'cup', 'normal', 'problem', 'dress', 'case', 'top', 'bottom', 'half', 'dress', 'felt', 'like']",3,3
"['cute', 'color', 'blend', 'mani', 'thing', 'alreadi', 'closet', 'love', 'western', 'theme', 'girli', 'usual', 'purchas', 'vneck', 'item', 'suit', 'best', 'could', 'pass', 'idea', 'cactu', 'succul', 'fun', 'shirt', 'wear']",4,4
"['lb', 'usual', 'hard', 'time', 'find', 'pant', 'leg', 'short', 'enough', 'fit', 'right', 'order', 'xs', 'fit', 'like', 'glove', 'right', 'away', 'pleas', 'order', 'brown', 'blue', 'motif', 'receiv', 'blue', 'far', 'love', 'hit', 'right', 'ankl', 'loos', 'bottom', 'seem', 'like', 'made', 'well', 'wait', 'first', 'someon', 'wear', 'leg', 'time', 'love', 'look', 'like']",4,4
"['excit', 'see', 'jean', 'sinc', 'came', 'petit', 'size', 'short', 'inseam', 'unfortun', 'orderingreturn', 'sever', 'pair', 'found', 'actual', 'petit', 'jean', 'pleas', 'bewar', 'order', 'shorter', 'inseam', 'actual', 'descript', 'inseam', 'issu', 'fit', 'like', 'typic', 'paig', 'denim']",1,1
"['need', 'fenc', 'top', 'love', 'see', 'pictur', 'exactli', 'get', 'even', 'color', 'top', 'accur', 'refer', 'usual', 'appl', 'shape', 'c', 'bust', 'xl', 'cling', 'may', 'even', 'abl', 'size', 'drape', 'clipdot', 'fabric', 'flatter', 'thick', 'enough', 'need', 'cami', 'fabric', 'use', 'nice', 'soft', 'detail', 'go', 'beauti', 'spring']",5,5
"['love', 'wellfit', 'embroid', 'navi', 'tank', 'find', 'flaw', 'size', 'fantast', 'fit', 'one', 'top', 'wellcut', 'feel', 'one', 'wear', 'noth', 'line', 'impecc', 'done', 'cut', 'perfectli', 'blous', 'small', 'cutout', 'back', 'fit', 'photo', 'show', 'versatileit', 'worn', 'everyth', 'jean', 'formal', 'skirt', 'six', 'star']",5,5
"['order', 'pant', 'usual', 'size', 'xl', 'shock', 'receiv', 'waist', 'huge', 'noth', 'way', 'elast', 'tie', 'keep', 'could', 'keep', 'cours', 'back', 'go', 'bad', 'sweater', 'qualiti', 'great']",2,2
"['usual', 'wear', 'small', 'sometim', 'extra', 'small', 'order', 'skirt', 'small', 'worri', 'arriv', 'stretch', 'whatsoev', 'wear', 'realli', 'high', 'order', 'zip', 'necessarili', 'bad', 'look', 'littl', 'uncomfort', 'give', 'stiff', 'materi', 'realli', 'pretti', 'bright', 'color', 'eyelet', 'slit', 'uniqu', 'might', 'tri', 'next', 'size']",4,4
"['disappoint', 'vest', 'stiff', 'scratchi', 'seem', 'big', 'drape', 'well', 'fromm', 'armpit', 'bust', 'line', 'area', 'figur', 'flatter', 'look', 'like', 'put', 'blue', 'shop', 'bag', 'belt', 'tri', 'add', 'flair']",3,3
"['top', 'realli', 'cute', 'someon', 'els', 'ti', 'big', 'color', 'wash', 'fabric', 'nice', 'pattern', 'color', 'nice', 'porcelain', 'skin', 'like', 'mani', 'top', 'season', 'bit', 'boxi', 'look', 'nice', 'jean', 'white', 'short', 'halftuck', 'skirt', 'would', 'probabl', 'size', 'bot']",3,3
"['sweater', 'thick', 'cover', 'bra', 'well', 'find', 'well', 'made', 'rib', 'seem', 'attach', 'loos', 'place', 'size', 'larg', 'b', 'cup', 'bit', 'thicker', 'middl', 'middl', 'age', 'dismay', 'put', 'sweater', 'coral', 'made', 'feel', 'like', 'giant', 'peach', 'larger', 'breast', 'like', 'flatter']",2,2
"['normal', 'get', 'small', 'style', 'shirt', 'fit', 'send', 'back', 'bad']",3,3
"['agre', 'review', 'top', 'complet', 'disappoint', 'everi', 'way', 'could', 'believ', 'top', 'pull', 'bag', 'begin', 'run', 'realli', 'big', 'short', 'boxi', 'like', 'appear', 'model', 'must', 'pin', 'lot', 'pictur', 'color', 'complet', 'dull', 'person', 'realli', 'think', 'pictur', 'lighten', 'great', 'deal', 'fabric', 'feel', 'cheap', 'stiff', 'line', 'stuff', 'poorli', 'sewn', 'one', 'posit', 'thing', 'say']",1,1
"['cute', 'design', 'casual', 'top', 'howev', 'littl', 'snug', 'bust', 'medium', 'return']",3,3
"['cute', 'photo', 'small', 'chest', 'lb', 'small', 'tight', 'chest', 'larg', 'shoulder', 'sleev', 'length', 'fit', 'well', 'return', 'comfort', 'need', 'abl', 'button', 'raini', 'day']",2,2
"['unflatt', 'peplum', 'top', 'ever', 'tri', 'fit', 'perfectli', 'size', 'arm', 'shoulder', 'chest', 'waist', 'huge', 'hung', 'like', 'flour', 'sack', 'wider', 'chest', 'measur', 'made', 'appear', 'frumpi', 'instead', 'tailor', 'classic', 'combin', 'highlow', 'hemlin', 'look', 'like', 'project', 'runway', 'reject', 'sent', 'back', 'immedi', 'buy', 'want', 'appear', 'hourglass', 'figur', 'noth']",1,1
"['got', 'shirt', 'mail', 'today', 'realli', 'excit', 'tri', 'review', 'said', 'ran', 'larg', 'order', 'size', 'fit', 'perfect', 'look', 'mirror', 'notic', 'ruffl', 'misalign', 'obvious', 'want', 'exchang', 'store', 'see', 'size', 'longer', 'avail', 'onlin', 'realli', 'sure', 'find', 'anoth', 'one', 'size']",4,4
"['like', 'comfi', 'top', 'bought', 'wear', 'cute', 'pair', 'gold', 'charli', 'crop', 'pant', 'bought', 'retail', 'last', 'fall', 'thing', 'like', 'odd', 'length', 'sleev', 'somewher', 'elbow', 'true', 'xxsp', 'top', 'sleev', 'end', 'right', 'elbow', 'make', 'difficult', 'wear', 'unrol', 'refer', 'lb', 'larger', 'size', 'would', 'wide', 'roomi', 'overal', 'happi', 'purchas']",4,4
"['birthday', 'list', 'realli', 'hope', 'work', 'base', 'good', 'review', 'got', 'happi', 'fit', 'fabric', 'stump', 'wear', 'hung', 'closet', 'coupl', 'week', 'know', 'could', 'pull', 'length', 'took', 'plung', 'today', 'find', 'pair', 'nice', 'flare', 'leg', 'pant', 'simpl', 'shirt', 'underneath', 'stretchi', 'warm', 'cozi', 'sweater', 'shed', 'anoth', 'review', 'mention', 'k']",5,5
"['comment', 'detail', 'love', 'especi', 'dragonfli', 'sleev', 'qualiti', 'line', 'troubl', 'thick', 'fabric', 'cut', 'box', 'shape', 'imo', 'skinni', 'pull', 'look', 'like', 'tank', 'look', 'model', 'purchas', 'notic', 'open', 'swept', 'back', 'bit', 'bc', 'terribl', 'unflatt']",1,1
"['order', 'top', 'onlin', 'mother', 'day', 'sale', 'think', 'found', 'perfect', 'white', 'stapl', 'tank', 'want', 'summer', 'top', 'bare', 'five', 'second', 'knew', 'go', 'straight', 'back', 'qualiti', 'fabric', 'overal', 'design', 'good', 'problem', 'top', 'come', 'underlay', 'top', 'normal', 'good', 'thing', 'extra', 'coverag', 'sumer', 'top', 'gener', 'mean', 'ca', 'go', 'braless', 'problem', 'top', 'layer', 'shirt', 'shee']",1,1
"['look', 'ador', 'pictur', 'flatter', 'real', 'life', 'much', 'fabric', 'skirt', 'flare', 'waist', 'bunchi', 'unflatt', 'way', 'make', 'slender', 'curvi', 'figur', 'look', 'boxi', 'rather', 'enhanc', 'curv', 'pass', 'love', 'blue', 'print', 'though']",2,2
"['bought', 'green', 'motif', 'color', 'beauti', 'look', 'like', 'pictur', 'other', 'mention', 'high', 'slit', 'side', 'tendenc', 'separ', 'look', 'bulki', 'put', 'coupl', 'small', 'hook', 'keep', 'togeth', 'normal', 'would', 'wear', 'medium', 'larg', 'base', 'review', 'order', 'small', 'perfect', 'sinc', 'live', 'south', 'stay', 'quit', 'warm', 'fall', 'great', 'transit', 'piec']",4,5
"['wash', 'dri', 'dryer', 'one', 'wear', 'shrunk', 'size', 'toddler', 'shirt', 'dri', 'medium', 'realli', 'wear', 'unless', 'want', 'show', 'belli', 'love', 'color', 'lilac', 'fit', 'style', 'receiv', 'immedi', 'put', 'sad', 'shrinkag', 'shirt', 'expect', 'bit', 'retail', 'suggest', 'air', 'dri', 'shirt', 'bum', 'disappoint', 'would', 'recommend', 'shirt', 'unless', 'rememb', 'air', 'dri', 'everi', 'time']",2,2
"['read', 'review', 'bought', 'sweater', 'onlin', 'one', 'person', 'mention', 'side', 'slit', 'cut', 'high', 'idea', 'tri', 'xs', 'home', 'quit', 'surpris', 'high', 'side', 'slit', 'pair', 'jean', 'could', 'see', 'flesh', 'first', 'thought', 'mayb', 'would', 'work', 'decid', 'keep', 'everyth', 'els', 'sweater', 'love', 'layer', 'tank', 'underneath', 'bit', 'quirki', 'funki', 'appeal']",4,4
"['exactli', 'cut', 'breton', 'peasant', 'blous', 'also', 'order', 'extrem', 'tight', 'thru', 'bust', 'sleev', 'wide', 'top', 'add', 'width', 'look', 'blous', 'ad', 'pound', 'print', 'beauti', 'ruffl', 'trim', 'golden', 'color', 'thread', 'beauti', 'detail', 'order', 'size', 'larg', 'well', 'endow', 'steer', 'clear', 'bust']",1,1
"['great', 'sweater', 'coat', 'fit', 'bit', 'larg', 'purchas', 'small', 'unusu', 'normal', 'wear', 'medium', 'sometim', 'larg', 'retail', 'cloth', 'mosli', 'cut', 'small', 'look', 'great', 'warm', 'comfi', 'attract', 'pleas', 'purchas', 'highli', 'recommend']",5,5
"['pant', 'comfort', 'fit', 'exactli', 'expect', 'love', 'varieti', 'fun', 'color', 'went', 'gold', 'cooler', 'jean', 'versatil', 'length', 'model']",5,4
"['love', 'skirt', 'rack', 'line', 'super', 'scratchi', 'worn', 'could', 'bare', 'wear', 'length', 'took', 'tri', 'sad', 'gorgeou', 'skirt']",2,2
"['search', 'perfect', 'larg', 'comfi', 'sweater', 'cold', 'winter', 'weather', 'ahead', 'thought', 'would', 'look', 'cute', 'pictur', 'receiv', 'mail', 'search', 'sweater', 'like', 'model', 'quit', 'larg', 'although', 'want', 'larg', 'sweater', 'fit', 'one', 'fit', 'well', 'boxi', 'feel', 'usual', 'wear', 'medium', 'went', 'small', 'expect', 'fit', 'littl', 'larg', 'still', 'engulf']",3,3
"['ca', 'stand', 'buy', 'pant', 'see', 'pocket', 'line', 'darker', 'skin', 'fabric', 'consid', 'highqual']",2,2
"['love', 'shirt', 'purchas', 'shrank', 'badli', 'front', 'seam', 'mine', 'crook', 'longer', 'receipt', 'sure', 'return', 'sigh', 'love', 'pilcro', 'chino', 'bought', 'go', 'howev']",2,2
"['realli', 'want', 'like', 'soft', 'long', 'enough', 'nice', 'color', 'cut', 'rise', 'quit', 'low', 'hip', 'puf', 'weird', 'way', 'return']",3,3
"['realli', 'want', 'love', 'piec', 'larg', 'order', 'xss', 'return', 'due', 'size']",1,1
"['despit', 'delicaci', 'fabric', 'feminin', 'pattern', 'cut', 'blous', 'rather', 'androgyn', 'flatter', 'modern', 'way', 'ick', 'disappoint']",3,3
"['buy', 'use', 'discount', 'wast', 'usual', 'size', 'rang', 'l', 'depend', 'brand', 'gotten', 'small', 'think', 'would', 'help', 'awkward', 'look', 'noth', 'like', 'model', 'made', 'look', 'gain', 'pound', 'waaay', 'longer', 'backlik', 'mullet', 'materi', 'realli', 'thick', 'appropri', 'fall', 'high', 'hope', 'thisto', 'dress', 'ridicul']",1,1
"['much', 'prettier', 'onlin', 'much', 'dress', 'even', 'though', 'size']",2,2
"['saw', 'onlin', 'end', 'drive', 'hour', 'pick', 'neighbor', 'retail', 'store', 'left', 'size', 'fit', 'true', 'size', 'waist', 'band', 'fit', 'inch', 'perfectli', 'real', 'give', 'keep', 'mind', 'top', 'seem', 'littl', 'blousey', 'typic', 'avoid', 'alreadi', 'still', 'super', 'flatter', 'overal', 'gorgeou', 'dress', 'look', 'good', 'one', 'dress', 'make', 'feel', 'good', 'wear']",5,5
"['skirt', 'short', 'order', 'usual', 'xs', 'petit', 'short', 'longest', 'part', 'end', 'ankl', 'quit', 'feet', 'tall', 'wore', 'pretti', 'low', 'hip', 'also', 'flare', 'awkwardli', 'knee', 'vertic', 'seem', 'exacerb', 'jag', 'appear', 'hem', 'drawn', 'edgi', 'style', 'shown', 'photo', 'person', 'look', 'like', 'year', 'old', 'cut', 'skirt', 'plu', 'fabricwhil', 'thick', 'beauti', 'stretchyha']",2,2
"['top', 'nice', 'good', 'qualiti', 'etc', 'keep', 'shoulder', 'shoulder', 'mine', 'keep', 'inch', 'bore', 'white', 'top', 'strang', 'loos', 'necklin']",2,2
"['husband', 'never', 'anyth', 'neg', 'say', 'cloth', 'wore', 'pant', 'flatter', 'kept', 'stretch', 'could', 'pull', 'without', 'unzip', 'baggi', 'behind', 'sloppi', 'look', 'go', 'back', 'asap']",1,1
"['exactli', 'cut', 'breton', 'peasant', 'blous', 'also', 'order', 'extrem', 'tight', 'thru', 'bust', 'sleev', 'wide', 'top', 'add', 'width', 'look', 'blous', 'ad', 'pound', 'print', 'beauti', 'ruffl', 'trim', 'golden', 'color', 'thread', 'beauti', 'detail', 'order', 'size', 'larg', 'well', 'endow', 'steer', 'clear', 'bust']",1,1
"['love', 'fit', 'pant', 'bought', 'sever', 'color', 'unfortun', 'launder', 'teal', 'blue', 'pair', 'place', 'liquid', 'deterg', 'touch', 'bleach', 'deterg', 'look', 'like', 'touch', 'bleach', 'wash', 'cold', 'regular', 'deterg', 'unabl', 'wear', 'one', 'wear', 'confus', 'even', 'check', 'deterg', 'make', 'sure', 'bleach', 'disappoint', 'hope', 'true', 'dye', 'co']",3,3
"['love', 'much', 'realli', 'gorgeou', 'piec', 'get', 'shorter', 'sleev', 'someth', 'make', 'feel', 'like', 'look', 'though', 'bought', 'small', 'shrunk', 'dryer', 'one', 'comment', 'must', 'lol', 'think', 'go', 'begrudgingli', 'return', 'one']",3,2
"['feel', 'love', 'piec', 'color', 'gorgeou', 'receiv', 'mani', 'compliment', 'lift', 'mood', 'wear', 'sadli', 'ut', 'end', 'first', 'wear', 'run', 'front', 'middl', 'second', 'wear', 'light', 'fabric', 'got', 'caught', 'someth', 'hole', 'develop', 'upon', 'inspect', 'found', 'anoth', 'hole', 'top', 'price', 'tag', 'must', 'attach', 'also', 'notic', 'pill', 'first', 'wear', 'sad', 'recreat', 'heavi', 'fabric']",1,1
"['bought', 'beach', 'getaway', 'purpos', 'use', 'beach', 'cover', 'great', 'purpos', 'howev', 'also', 'bought', 'think', 'could', 'use', 'dress', 'summer', 'probabl', 'wo', 'use', 'purpos', 'beach', 'extrem', 'light', 'weight', 'bit', 'sheer', 'also', 'although', 'hard', 'see', 'photo', 'slit', 'side', 'dress', 'element', 'make', 'perfect', 'beach', 'want', 'breezi', 'lightweight', 'dress', 'bu']",4,4
"['absolut', 'love', 'piec', 'ye', 'run', 'larg', 'usual', 'medium', 'larg', 'vest', 'and', 'small', 'fit', 'prefectli', 'qualiti', 'superb', 'love', 'feel', 'faux', 'fur', 'want', 'pet', 'snap', 'hook', 'seem', 'also', 'last', 'forev', 'thank', 'traci']",5,5
"['built', 'new', 'wardrob', 'around', 'three', 'love', 'velvet', 'blazer', 'moss', 'copper', 'burgundi', 'soft', 'wellfit', 'pretti', 'line', 'satisfactori', 'new', 'version', 'stiff', 'materi', 'illfit', 'come', 'petit', 'problem', 'may', 'fit', 'other', 'better', 'full', 'across', 'front', 'stiff', 'materi', 'bad', 'fit', 'disappoint', 'go', 'back']",2,2
"['love', 'color', 'style', 'short', 'inch', 'need', 'inch', 'go', 'floor', 'floor', 'inch', 'disappoint']",3,3
"['top', 'beauti', 'onlin', 'person', 'way', 'larg', 'full', 'figur', 'gal', 'order', 'xl', 'read', 'past', 'review', 'want', 'airi', 'fit', 'order', 'larger', 'size', 'shirt', 'horribl', 'tini', 'person', 'xl', 'regular', 'fit', 'look', 'like', 'xs', 'idea', 'particular', 'shirt', 'sent', 'miss', 'size', 'take', 'back', 'fit', 'shirt', 'beauti', 'everi', 'way']",1,1
"['tri', 'dress', 'store', 'prepar', 'buy', 'love', 'piec', 'feel', 'inch', 'longer', 'would', 'look', 'proportion', 'next', 'tie', 'realli', 'difficult', 'place', 'creat', 'great', 'detail', 'front', 'back', 'wrinkl', 'easili', 'see', 'would', 'need', 'iron', 'wear', 'lastli', 'line', 'bummer', 'least', 'skirt', 'could', 'line', 'pocket', 'sweet']",3,3
"['necklin', 'tight', 'itchi', 'arm', 'hole', 'deepli', 'cut', 'length', 'long', 'person', 'model', 'pictur', 'shortwaist', 'bad', 'embroideri', 'pretti']",1,1
"['look', 'good', 'pictur', 'even', 'order', 'xx', 'petit', 'huge', 'although', 'sweater', 'interest', 'textur', 'beauti', 'awkward', 'poor', 'fit', 'send', 'back']",1,1
"['ag', 'jean', 'main', 'stay', 'comfort', 'best', 'look', 'jean', 'bodi', 'howev', 'pair', 'tight', 'shorter', 'like', 'fabric', 'color', 'beauti', 'wear', 'size', 'ag', 'matter', 'design', 'one', 'ran', 'small', 'return', 'tri', 'next', 'size', 'still']",1,1
"['would', 'love', 'top', 'length', 'pictur', 'model', 'crop', 'length']",2,2
"['love', 'dress', 'flatter', 'fit', 'though', 'run', 'big', 'usual', 'wear', 'sm', 'got', 'xs', 'dress', 'concern', 'fabric', 'thin', 'love', 'nonetheless']",4,4
"['pleas', 'awat', 'although', 'blous', 'beauti', 'color', 'gorgeousit', 'complet', 'sheer', 'match', 'price', 'point']",3,3
"['love', 'almost', 'everyth', 'top', 'color', 'great', 'comfort', 'fit', 'length', 'littl', 'long', 'frame', 'also', 'big', 'fan', 'larg', 'side', 'slit', 'would', 'still', 'recommend', 'great', 'top']",3,3
"['love', 'star', 'pattern', 'top', 'cut', 'odd', 'big', 'chest', 'full', 'bottom', 'anyon', 'petit', 'top', 'tend', 'look', 'sloppi']",2,2
"['love', 'vintag', 'lace', 'excit', 'tri', 'dress', 'unfortun', 'work', 'larger', 'busti', 'ladi', 'size', 'tri', 'xl', 'fit', 'fine', 'absolut', 'noth', 'figur', 'kind', 'hung', 'even', 'belt', 'tie', 'still', 'feel', 'like', 'accentu', 'waist', 'line', 'think', 'better', 'someon', 'straighter', 'figur']",3,3
"['abl', 'get', 'sale', 'arriv', 'miss', 'half', 'rhineston', 'surpris', 'top', 'would', 'sent', 'way', 'also', 'miss', 'littl', 'bag', 'extra', 'stone', 'reach', 'wonder', 'anyon', 'els', 'experienc', 'store', 'sell', 'rhineston', 'like', 'one', 'blous', 'help', 'anyon', 'would', 'appreci', 'hate', 'part', 'qualiti', 'control']",1,1
"['think', 'price', 'convinc', 'put', 'bag', 'oop', 'line', 'shop', 'guess', 'strip', 'like', 'snowflak', 'littl', 'cutesi', 'strip', 'alon', 'might', 'kept', 'much', 'style', 'back', 'goe']",3,3
"['cute', 'tee', 'get', 'sale', 'love', 'materi', 'seem', 'flimsi', 'like', 'get', 'hole', 'quickli', 'pattern', 'pretti', 'cute', 'noth', 'special', 'glad', 'got', 'sale', 'retail', 'tee', 'size', 'xs', 'work', 'good']",3,3
"['happi', 'fit', 'size', 'look', 'short']",4,2
"['realli', 'want', 'love', 'sweater', 'read', 'review', 'receiv', 'sadli', 'disappoint', 'pretti', 'boxi', 'much', 'shape', 'could', 'cute', 'casual', 'outfit', 'look', 'dressier', 'sweater']",3,2
"['photo', 'sweater', 'appeal', 'person', 'disappoint', 'alway', 'take', 'size', 'medium', 'sleev', 'far', 'long', 'sweater', 'fit', 'properli', 'collar', 'fold', 'right', 'front', 'hang', 'awkwardli', 'tri', 'use', 'button', 'stretch', 'look', 'terribl', 'back', 'fall', 'short', 'go', 'back']",3,3
"['qualiti', 'top', 'wonder', 'thick', 'enough', 'prevent', 'seethrough', 'thin', 'enough', 'creat', 'beauti', 'drape', 'fring', 'detail', 'love', 'top', 'slightli', 'roomi', 'rank', 'true', 'size', 'run', 'larg', 'leav', 'room', 'back', 'clasp', 'hand', 'togeth', 'stretch', 'front', 'realli', 'enough', 'size', 'athlet', 'build', 'small', 'fit', 'well', 'issu', 'aesthet', 'pattern', 'lace', 'upper', 'pa']",4,4
"['read', 'previou', 'review', 'thought', 'size', 'would', 'great', 'idea', 'soon', 'pull', 'bag', 'knew', 'xss', 'still', 'wayyy', 'big', 'refer', 'usual', 'wear', 'thing', 'enorm', 'shapeless', 'boxi', 'done', 'horribl', 'look', 'like', 'pregnant', 'adjust', 'draw', 'string', 'bottom', 'help', 'make', 'look', 'like', 'balloon', 'disappoint', 'design', 'love', 'look', 'high', 'qualiti']",1,1
"['absolut', 'love', 'light', 'soft', 'cardigan', 'think', 'pic', 'justic', 'black', 'longer', 'blous', 'take', 'away', 'wore', 'work', 'white', 'button', 'receiv', 'mani', 'compliment', 'wish', 'came', 'addit', 'color']",5,5
"['review', 'point', 'bum', 'flatter', 'pocket', 'wide', 'fit', 'sort', 'flatten', 'bummer', 'liter', 'bad', 'want', 'work', 'coh', 'parker', 'crop', 'coh', 'win', 'wallet', 'lose']",3,3
"['realli', 'could', 'lace', 'strip', 'make', 'look', 'cheap', 'fabric', 'soft', 'pattern', 'undistinguish', 'fit', 'disappointingmedium', 'look', 'squar', 'boxi', 'larg', 'massiv', 'size', 'vneck', 'low', 'wear', 'without', 'camisol', 'underneath', 'defeat', 'purpos']",1,1
"['size', 'way', 'top', 'still', 'shapeless', 'tentlik', 'sweatshirt', 'fabric', 'overpow', 'cute', 'feminin', 'detail']",1,1
"['love', 'idea', 'ran', 'short', 'boxier', 'would', 'like', 'materi', 'soft', 'cute', 'design', 'flatter', 'return']",3,3
"['like', 'uniqu', 'take', 'sweatshirt', 'pretti', 'seam', 'back', 'weight', 'materi', 'go', 'return', 'wish', 'littl', 'loosebaggi', 'fit', 'underpattern', 'darker', 'thought']",3,3
"['bought', 'shirt', 'midjuli', 'wash', 'twice', 'cold', 'delic', 'hung', 'dri', 'alreadi', 'holesfal', 'apart']",3,3
"['excit', 'see', 'offer', 'retail', 'look', 'light', 'blue', 'summer', 'jacket', 'blazer', 'denim', 'jacket', 'seem', 'fit', 'bill', 'order', 'sever', 'cartonni', 'blazer', 'earli', 'late', 'spring', 'happi', 'plu', 'side', 'would', 'say', 'color', 'depict', 'accur', 'seem', 'like', 'high', 'qualiti', 'jacket', 'shoulder', 'sleev', 'pretti', 'standard', 'fit', 'much']",3,3
"['jean', 'comfort', 'wellmad', 'perfect', 'pair', 'jean', 'thing', 'love', 'stretch', 'littl', 'bit', 'wear', 'go', 'order', 'next', 'smaller', 'size']",5,5
"['tri', 'size', 'x', 'small', 'store', 'lb', 'troubl', 'get', 'head', 'dress', 'felt', 'tight', 'neck', 'chock', 'dress', 'color', 'nice', 'tight', 'neck', 'odd', 'arm', 'hole', 'would', 'recommend', 'dress', 'reason']",2,2
